,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist
1962,Kepler-1408 b,1390,0.64 Earths,11.962,2016,Kepler-128 c,Kepler-128,1,2.0,Transit,2013.0,Kepler,0.0,22.804,,,0.0,0.1622,,,0.0,1.34,0.08,-0.08,0.0,0.12,0.007,-0.007,0.0,0.9,0.58,-0.29,0,0.00283,0.00182,-0.00091,0.0,Mass,0.0,,,0.0,130.98,2.92,-2.85,0.0,843,,,0.0,1,,6136.0,33.4,-49.64,0.0,1.61,0.1,-0.07,0.0,1.09,0.08,-0.05,0,0.0,0.056,-0.09,0.0,[Fe/H],4.07,0.01,-0.01,0.0,18h49m58.14s,282.4922622,+43d58m48.88s,43.9802442,396.379
1963,Kepler-1409 b,2355,1.12 Earths,15.172,2016,Kepler-1280 b,Kepler-1280,1,1.0,Transit,2016.0,Kepler,0.0,66.5579057,0.0007705,-0.0007705,0.0,0.38,,,0.0,1.87,0.83,-0.29,0.0,0.167,0.074,-0.026,0.0,4.16,,,0,0.0131,,,0.0,M-R relationship,0.0,,,0.0,35.29,1.83,-1.73,0.0,757,,,0.0,0,,6227.0,121.69,-156.51,0.0,1.32,0.59,-0.2,0.0,1.2,0.18,-0.11,0,0.04,0.135,-0.153,0.0,[Fe/H],4.28,0.11,-0.26,0.0,19h34m17.73s,293.5738933,+45d23m04.17s,45.3844919,1486.7
1964,Kepler-140 b,1937,3.22 Earths,12.941,2014,Kepler-1281 b,Kepler-1281,1,1.0,Transit,2016.0,Kepler,0.0,3.11602791,1.3e-05,-1.3e-05,0.0,0.0415,,,0.0,1.64,0.13,-0.14,0.0,0.146,0.012,-0.012,0.0,3.33,,,0,0.0105,,,0.0,M-R relationship,0.0,,,0.0,375.55,315.68,-92.68,0.0,1123,,,0.0,0,,5353.0,86.5,-93.58,0.0,0.83,0.06,-0.05,0.0,0.87,0.04,-0.05,0,-0.04,0.169,-0.175,0.0,[Fe/H],4.55,0.04,-0.07,0.0,19h41m25.05s,295.3543571,+48d30m55.42s,48.5153932,1090.0
1965,Kepler-140 c,1937,3.89 Earths,12.941,2014,Kepler-1282 b,Kepler-1282,1,1.0,Transit,2016.0,Kepler,0.0,2.13194651,6.87e-06,-6.87e-06,0.0,0.0335,,,0.0,1.55,0.21,-0.11,0.0,0.138,0.019,-0.01,0.0,3.02,,,0,0.00951,,,0.0,M-R relationship,0.0,,,0.0,672.53,50.73,-46.42,0.0,1418,,,0.0,0,,5504.0,81.08,-78.7,0.0,0.89,0.11,-0.06,0.0,0.92,0.04,-0.04,0,0.01,0.137,-0.168,0.0,[Fe/H],4.51,0.04,-0.12,0.0,19h20m42.28s,290.1761688,+46d41m53.89s,46.6983036,1103.29
1966,Kepler-1410 b,1197,3.82 Earths,15.948,2016,Kepler-1283 b,Kepler-1283,1,1.0,Transit,2016.0,Kepler,0.0,12.9460978,0.0002185,-0.0002185,0.0,0.1062,,,0.0,1.91,0.79,-0.31,0.0,0.17,0.07,-0.028,0.0,4.31,,,0,0.0136,,,0.0,M-R relationship,0.0,,,0.0,80.34,59.91,-22.05,0.0,764,,,0.0,0,,6175.0,183.18,-233.53,0.0,1.25,0.51,-0.2,0.0,1.16,0.18,-0.11,0,0.04,0.128,-0.159,0.0,[Fe/H],4.31,0.12,-0.24,0.0,19h41m50.96s,295.4623336,+40d46m36.96s,40.7769335,2921.99
1967,Kepler-1411 b,4668,8.35 Earths,15.771,2016,Kepler-1284 b,Kepler-1284,1,1.0,Transit,2016.0,Kepler,0.0,0.66407381,1.48e-06,-1.48e-06,0.0,0.0143,,,0.0,1.21,0.1,-0.07,0.0,0.108,0.009,-0.006,0.0,1.92,,,0,0.00606,,,0.0,M-R relationship,0.0,,,0.0,2190.08,139.02,-129.46,0.0,1703,,,0.0,0,,5123.0,62.8,-83.53,0.0,0.79,0.05,-0.04,0.0,0.84,0.04,-0.04,0,0.03,0.17,-0.175,0.0,[Fe/H],4.57,0.03,-0.05,0.0,19h25m06.95s,291.2789549,+47d41m15.28s,47.6875766,882.324
1968,Kepler-1412 b,2084,0.498 Earths,13.193,2016,Kepler-1285 b,Kepler-1285,1,1.0,Transit,2016.0,Kepler,0.0,14.7967458,0.0001134,-0.0001134,0.0,0.1268,,,0.0,0.97,0.1,-0.08,0.0,0.087,0.009,-0.007,0.0,0.871,,,0,0.00274,,,0.0,M-R relationship,0.0,,,0.0,181.59,3.42,-3.37,0.0,874,,,0.0,0,,6170.0,67.21,-62.49,0.0,1.28,0.12,-0.09,0.0,1.2,0.05,-0.04,0,0.16,0.089,-0.088,0.0,[Fe/H],4.3,0.06,-0.07,0.0,18h47m20.48s,281.8353366,+44d09m21.18s,44.1558825,422.269
1969,Kepler-1413 b,3790,3.97 Earths,16.285,2016,Kepler-1286 b,Kepler-1286,1,1.0,Transit,2016.0,Kepler,0.0,11.25402929,6.812e-05,-6.812e-05,0.0,0.0991,,,0.0,2.15,0.45,-0.18,0.0,0.192,0.04,-0.016,0.0,5.27,,,0,0.0166,,,0.0,M-R relationship,0.0,,,0.0,151.77,11.71,-10.71,0.0,888,,,0.0,0,,5753.0,74.56,-79.2,0.0,0.98,0.2,-0.07,0.0,1.0,0.05,-0.05,0,0.03,0.138,-0.155,0.0,[Fe/H],4.45,0.06,-0.15,0.0,18h41m02.01s,280.2583709,+43d50m08.68s,43.8357433,1354.46
1970,Kepler-1414 b,1742,2.04 Earths,14.861,2016,Kepler-1287 b,Kepler-1287,1,1.0,Transit,2016.0,Kepler,0.0,11.47685909,6.466e-05,-6.466e-05,0.0,0.0976,,,0.0,1.54,0.22,-0.13,0.0,0.137,0.02,-0.012,0.0,2.99,,,0,0.0094,,,0.0,M-R relationship,0.0,,,0.0,78.16,5.15,-4.79,0.0,796,,,0.0,0,,5715.0,93.97,-83.95,0.0,0.94,0.13,-0.07,0.0,0.96,0.05,-0.06,0,-0.05,0.147,-0.183,0.0,[Fe/H],4.48,0.05,-0.12,0.0,19h16m32.31s,289.1346298,+47d03m46.86s,47.063018,1003.26
1971,Kepler-1415 b,3477,2.21 Earths,15.721,2016,Kepler-1288 b,Kepler-1288,1,1.0,Transit,2016.0,Kepler,0.0,2.76122421,1.477e-05,-1.477e-05,0.0,0.0435,,,0.0,1.12,0.47,-0.16,0.0,0.1,0.042,-0.014,0.0,1.46,,,0,0.00459,,,0.0,M-R relationship,0.0,,,0.0,3906.36,2880.81,-2913.18,0.0,2017,,,0.0,0,,6132.0,87.95,-135.79,0.0,1.29,0.54,-0.17,0.0,1.2,0.16,-0.08,0,0.14,0.157,-0.143,0.0,[Fe/H],4.29,0.10,-0.24,0.0,19h02m51.24s,285.7135,+41d36m21.17s,41.6058799,814.078
1972,Kepler-1416 b,2632,0.615 Earths,14.226,2016,Kepler-1289 b,Kepler-1289,1,1.0,Transit,2016.0,Kepler,0.0,7.99019627,5.083e-05,-5.083e-05,0.0,0.0785,,,0.0,1.52,0.49,-0.24,0.0,0.136,0.044,-0.021,0.0,2.92,,,0,0.0092,,,0.0,M-R relationship,0.0,,,0.0,223.44,10.98,-10.41,0.0,1113,,,0.0,0,,6080.0,245.65,-268.17,0.0,1.17,0.37,-0.18,0.0,1.1,0.17,-0.1,0,0.02,0.134,-0.153,0.0,[Fe/H],4.35,0.12,-0.19,0.0,19h45m33.30s,296.388767,+41d02m25.83s,41.040509,1053.57
1973,Kepler-1417 b,2140,0.972 Earths,13.858,2016,Kepler-129 b,Kepler-129,1,3.0,Transit,2014.0,Kepler,0.0,15.79,,,0.0,0.13,,,0.0,2.4,0.04,-0.04,0.0,0.214,0.004,-0.004,0.0,20.0,,,1,0.06293,,,1.0,Msini,0.01,0.24,-0.01,0.0,158.31,4.39,-4.27,0.0,910,,,0.0,0,G4 V,5770.0,83.0,-83.0,0.0,1.65,0.01,-0.01,0.0,1.18,0.02,-0.03,0,0.29,0.1,-0.1,0.0,[Fe/H],4.08,0.01,-0.01,0.0,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.845
1974,Kepler-1418 b,1628,3.39 Earths,15.281,2016,Kepler-129 c,Kepler-129,1,3.0,Transit,2014.0,Kepler,0.0,82.2,,,0.0,0.39,,,0.0,2.52,0.07,-0.07,0.0,0.225,0.006,-0.006,0.0,43.0,13.0,-12.0,0,0.13529,0.0409,-0.03776,0.0,Mass,0.2,0.15,-0.2,0.0,17.55,0.49,-0.47,0.0,525,,,0.0,0,G4 V,5770.0,83.0,-83.0,0.0,1.65,0.01,-0.01,0.0,1.18,0.02,-0.03,0,0.29,0.1,-0.1,0.0,[Fe/H],4.08,0.01,-0.01,0.0,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.845
1975,Kepler-1419 b,4710,8.55 Earths,15.718,2016,Kepler-129 d,Kepler-129,1,3.0,Radial Velocity,2021.0,W. M. Keck Observatory,0.0,2646.0,140.0,-94.0,0.0,4.0,0.1,-0.1,0.0,12.6,,,0.0,1.12,,,0.0,2637.97578,349.61125,-222.47988,0,8.3,1.1,-0.7,0.0,Msini,0.15,0.07,-0.05,0.0,,,,,,,,,0,G4 V,5770.0,83.0,-83.0,0.0,1.65,0.01,-0.01,0.0,1.18,0.02,-0.03,0,0.29,0.1,-0.1,0.0,[Fe/H],4.08,0.01,-0.01,0.0,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.845
1976,Kepler-141 b,991,0.257 Earths,13.421,2014,Kepler-1290 b,Kepler-1290,1,1.0,Transit,2016.0,Kepler,0.0,4.69500134,4.206e-05,-4.206e-05,0.0,0.0557,,,0.0,1.42,0.21,-0.13,0.0,0.127,0.019,-0.012,0.0,2.6,,,0,0.00819,,,0.0,M-R relationship,0.0,,,0.0,443.22,57.86,-49.58,0.0,1098,,,0.0,0,,5660.0,114.11,-108.37,0.0,0.93,0.13,-0.07,0.0,0.95,0.05,-0.05,0,-0.02,0.131,-0.174,0.0,[Fe/H],4.49,0.05,-0.11,0.0,19h22m44.45s,290.6852287,+43d51m34.62s,43.8596155,1593.7
1977,Kepler-141 c,991,2.57 Earths,13.421,2014,Kepler-1291 b,Kepler-1291,1,1.0,Transit,2016.0,Kepler,0.0,8.63043276,6.731e-05,-6.731e-05,0.0,0.0779,,,0.0,1.66,0.1,-0.18,0.0,0.148,0.009,-0.016,0.0,3.39,,,0,0.0107,,,0.0,M-R relationship,0.0,,,0.0,62.82,5.03,-4.62,0.0,739,,,0.0,0,,5216.0,81.36,-108.14,0.0,0.8,0.05,-0.05,0.0,0.84,0.04,-0.05,0,-0.04,0.142,-0.169,0.0,[Fe/H],4.56,0.03,-0.06,0.0,19h17m30.48s,289.3770051,+40d00m03.88s,40.0010791,897.352
1978,Kepler-1420 b,3011,2.18 Earths,15.849,2016,Kepler-1292 b,Kepler-1292,1,1.0,Transit,2016.0,Kepler,0.0,3.27646405,1.548e-05,-1.548e-05,0.0,0.0443,,,0.0,1.82,0.29,-0.14,0.0,0.162,0.026,-0.012,0.0,3.97,,,0,0.0125,,,0.0,M-R relationship,0.0,,,0.0,521.1,83.85,-69.95,0.0,1195,,,0.0,0,,5556.0,63.0,-77.3,0.0,0.93,0.14,-0.06,0.0,0.95,0.04,-0.04,0,0.08,0.166,-0.158,0.0,[Fe/H],4.49,0.05,-0.13,0.0,18h59m37.37s,284.9057222,+43d56m56.92s,43.9491434,1493.43
1979,Kepler-1421 b,2202,0.749 Earths,12.726,2016,Kepler-1293 b,Kepler-1293,1,1.0,Transit,2016.0,Kepler,0.0,5.57654784,4.024e-05,-4.024e-05,0.0,0.0659,,,0.0,0.97,0.42,-0.15,0.0,0.087,0.037,-0.013,0.0,0.871,,,0,0.00274,,,0.0,M-R relationship,0.0,,,0.0,929.12,33.95,-32.68,0.0,1183,,,0.0,0,,6241.0,114.93,-99.8,0.0,1.28,0.55,-0.18,0.0,1.18,0.18,-0.1,0,0.0,0.12,-0.19,0.0,[Fe/H],4.29,0.11,-0.24,0.0,19h20m06.21s,290.0258783,+48d20m09.32s,48.3359227,1028.16
1980,Kepler-1422 b,6788,4.74 Earths,15.619,2016,Kepler-1294 b,Kepler-1294,1,1.0,Transit,2016.0,Kepler,0.0,115.6862258,0.0008445,-0.0008445,0.0,0.4684,,,0.0,3.19,0.54,-0.31,0.0,0.285,0.048,-0.028,0.0,10.3,,,0,0.0324,,,0.0,M-R relationship,0.0,,,0.0,12.36,1.37,-1.19,0.0,401,,,0.0,0,,5776.0,152.5,-137.2,0.0,0.97,0.16,-0.09,0.0,0.99,0.07,-0.06,0,-0.03,0.14,-0.18,0.0,[Fe/H],4.46,0.07,-0.13,0.0,19h25m04.34s,291.2681037,+44d29m17.38s,44.4881624,1855.7
1981,Kepler-1423 b,1465,1.2 Earths,14.558,2016,Kepler-1295 b,Kepler-1295,1,1.0,Transit,2016.0,Kepler,0.0,3.81371974,2.278e-05,-2.278e-05,0.0,0.0464,,,0.0,1.55,0.2,-0.12,0.0,0.138,0.018,-0.011,0.0,3.02,,,0,0.00951,,,0.0,M-R relationship,0.0,,,0.0,279.94,31.23,-27.45,0.0,1029,,,0.0,0,,5486.0,70.55,-100.36,0.0,0.89,0.1,-0.06,0.0,0.92,0.04,-0.04,0,0.04,0.142,-0.157,0.0,[Fe/H],4.51,0.04,-0.1,0.0,19h25m35.48s,291.3978451,+45d35m18.79s,45.588553,1174.46
1982,Kepler-1424 b,2022,1.65 Earths,13.592,2016,Kepler-1296 b,Kepler-1296,1,1.0,Transit,2016.0,Kepler,0.0,8.3839865,8.648e-05,-8.648e-05,0.0,0.0896,,,0.0,0.91,0.09,-0.06,0.0,0.081,0.008,-0.005,0.0,0.693,,,0,0.00218,,,0.0,M-R relationship,0.0,,,0.0,399.01,33.42,-30.21,0.0,1285,,,0.0,0,,5359.0,98.28,-120.32,0.0,0.83,0.07,-0.05,0.0,0.87,0.04,-0.05,0,-0.04,0.158,-0.164,0.0,[Fe/H],4.55,0.04,-0.08,0.0,19h28m30.02s,292.1251038,+41d24m28.05s,41.4077928,1551.54
1983,Kepler-1425 b,1628,0.779 Earths,13.563,2016,Kepler-1297 b,Kepler-1297,1,1.0,Transit,2016.0,Kepler,0.0,1.68189002,1.032e-05,-1.032e-05,0.0,0.0283,,,0.0,0.97,0.16,-0.09,0.0,0.087,0.014,-0.008,0.0,0.871,,,0,0.00274,,,0.0,M-R relationship,0.0,,,0.0,2760.59,183.07,-169.41,0.0,1790,,,0.0,0,,5818.0,83.49,-92.17,0.0,0.99,0.16,-0.09,0.0,0.99,0.06,-0.06,0,-0.04,0.156,-0.189,0.0,[Fe/H],4.45,0.07,-0.13,0.0,19h19m49.55s,289.9564415,+47d01m13.25s,47.0203466,1439.47
1984,Kepler-1426 b,3950,3.05 Earths,15.166,2016,Kepler-1298 b,Kepler-1298,1,1.0,Transit,2016.0,Kepler,0.0,7.12811928,4.863e-05,-4.863e-05,0.0,0.082,,,0.0,1.31,0.23,-0.23,0.0,0.117,0.021,-0.021,0.0,2.27,,,0,0.00714,,,0.0,M-R relationship,0.0,,,0.0,1003.03,30.13,-29.22,0.0,1373,,,0.0,0,,6339.0,64.06,-65.86,0.0,2.0,0.34,-0.35,0.0,1.45,0.12,-0.11,0,0.13,0.09,-0.082,0.0,[Fe/H],4.0,0.13,-0.1,0.0,18h57m41.46s,284.4227535,+49d06m22.29s,49.1061907,544.163
1985,Kepler-1427 b,3980,1.37 Earths,15.482,2016,Kepler-1299 b,Kepler-1299,1,1.0,Transit,2016.0,Kepler,0.0,19.9400874,0.0001457,-0.0001457,0.0,0.1357,,,0.0,2.98,0.66,-0.42,0.0,0.266,0.059,-0.037,0.0,9.17,,,0,0.0288,,,0.0,M-R relationship,0.0,,,0.0,45.15,6.16,-5.24,0.0,588,,,0.0,0,,5609.0,92.88,-129.75,0.0,0.91,0.13,-0.06,0.0,0.94,0.04,-0.06,0,-0.01,0.139,-0.174,0.0,[Fe/H],4.5,0.05,-0.12,0.0,19h04m36.03s,286.1501263,+37d24m40.84s,37.4113438,1404.94
1986,Kepler-1428 b,2616,3.33 Earths,13.523,2016,Kepler-130 b,Kepler-130,2,3.0,Transit,2014.0,Kepler,0.0,8.457458,3.9e-05,-3.9e-05,0.0,0.079,,,0.0,1.02,0.04,-0.04,0.0,0.091,0.004,-0.004,0.0,1.04,,,0,0.00328,,,0.0,M-R relationship,0.15,0.14,-0.15,0.0,221.73,5.26,-5.16,0.0,982,,,0.0,1,,5884.0,75.0,-75.0,0.0,1.13,0.03,-0.03,0.0,0.96,0.04,-0.04,0,-0.199,0.005,-0.005,0.0,[M/H],4.3,0.05,-0.05,0.0,19h13m48.14s,288.4505905,+40d14m42.72s,40.2452006,316.663
1987,Kepler-1429 b,3771,2.21 Earths,14.832,2016,Kepler-130 c,Kepler-130,2,3.0,Transit,2014.0,Kepler,0.0,27.50868,6e-05,-7e-05,0.0,0.178,0.005,-0.005,0.0,2.9,0.25,-0.25,0.0,0.259,0.022,-0.022,0.0,8.75,,,0,0.0275,,,0.0,M-R relationship,0.0,0.07,0.0,0.0,46.01,1.09,-1.07,0.0,683,29.0,-29.0,0.0,1,,5879.0,48.0,-51.0,0.0,1.17,0.1,-0.09,0.0,1.0,0.09,-0.1,0,0.02,0.46,-0.46,0.0,[Fe/H],4.29,0.07,-0.06,0.0,19h13m48.14s,288.4505905,+40d14m42.72s,40.2452006,316.663
1988,Kepler-142 b,1819,4.62 Earths,13.197,2014,Kepler-130 d,Kepler-130,2,3.0,Transit,2014.0,Kepler,0.0,87.517905,0.000744,-0.000744,0.0,0.377,,,0.0,1.64,0.16,-0.16,0.0,0.146,0.014,-0.014,0.0,3.33,,,0,0.0105,,,0.0,M-R relationship,0.8,0.09,-0.4,0.0,9.83,0.23,-0.23,0.0,451,,,0.0,0,,5884.0,75.0,-75.0,0.0,1.13,0.03,-0.03,0.0,0.96,0.04,-0.04,0,-0.199,0.005,-0.005,0.0,[M/H],4.3,0.05,-0.05,0.0,19h13m48.14s,288.4505905,+40d14m42.72s,40.2452006,316.663
1989,Kepler-142 c,1819,8.55 Earths,13.197,2014,Kepler-1300 b,Kepler-1300,1,1.0,Transit,2016.0,Kepler,0.0,22.2419092,0.0002454,-0.0002454,0.0,0.1655,,,0.0,1.37,0.3,-0.31,0.0,0.122,0.027,-0.028,0.0,2.45,,,0,0.00771,,,0.0,M-R relationship,0.0,,,0.0,149.41,6.22,-5.94,0.0,954,,,0.0,0,,6130.0,87.31,-108.91,0.0,1.79,0.38,-0.41,0.0,1.29,0.16,-0.15,0,0.05,0.102,-0.064,0.0,[Fe/H],4.04,0.17,-0.12,0.0,19h16m07.93s,289.0330532,+40d05m12.91s,40.0869182,777.025
1990,Kepler-142 d,1819,5.31 Earths,13.197,2014,Kepler-1301 b,Kepler-1301,1,1.0,Transit,2016.0,Kepler,0.0,9.08237046,4.331e-05,-4.331e-05,0.0,0.0815,,,0.0,1.4,0.13,-0.08,0.0,0.125,0.012,-0.007,0.0,2.54,,,0,0.008,,,0.0,M-R relationship,0.0,,,0.0,76.14,4.61,-4.3,0.0,734,,,0.0,0,,5188.0,55.6,-60.07,0.0,0.81,0.05,-0.04,0.0,0.85,0.04,-0.04,0,0.01,0.141,-0.162,0.0,[Fe/H],4.56,0.03,-0.06,0.0,19h06m25.00s,286.6041816,+42d26m25.19s,42.4403309,854.28
1991,Kepler-1430 b,1765,1.76 Earths,15.282,2016,Kepler-1302 b,Kepler-1302,1,1.0,Transit,2016.0,Kepler,0.0,8.83922659,5.866e-05,-5.866e-05,0.0,0.0795,,,0.0,1.43,0.15,-0.09,0.0,0.128,0.013,-0.008,0.0,2.63,,,0,0.00829,,,0.0,M-R relationship,0.0,,,0.0,58.34,2.19,-2.1,0.0,778,,,0.0,0,,5236.0,58.55,-77.09,0.0,0.82,0.06,-0.04,0.0,0.86,0.04,-0.04,0,0.04,0.157,-0.168,0.0,[Fe/H],4.55,0.03,-0.07,0.0,19h23m57.42s,290.9892462,+50d18m29.03s,50.308064,634.58
1992,Kepler-1431 b,4143,2.76 Earths,15.271,2016,Kepler-1303 b,Kepler-1303,1,1.0,Transit,2016.0,Kepler,0.0,7.56127224,4.12e-05,-4.12e-05,0.0,0.0751,,,0.0,1.42,0.35,-0.14,0.0,0.127,0.031,-0.012,0.0,2.6,,,0,0.00819,,,0.0,M-R relationship,0.0,,,0.0,182.38,10.74,-10.08,0.0,891,,,0.0,0,,5771.0,85.68,-110.62,0.0,1.0,0.24,-0.09,0.0,1.01,0.05,-0.05,0,0.04,0.133,-0.156,0.0,[Fe/H],4.44,0.07,-0.17,0.0,18h57m08.92s,284.287147,+42d21m20.08s,42.3555784,897.783
1993,Kepler-1432 b,5063,5.56 Earths,15.37,2016,Kepler-1304 b,Kepler-1304,1,1.0,Transit,2016.0,Kepler,0.0,16.1288853,0.0001191,-0.0001191,0.0,0.1202,,,0.0,2.29,0.19,-0.53,0.0,0.204,0.017,-0.047,0.0,5.86,,,0,0.0184,,,0.0,M-R relationship,0.0,,,0.0,61.87,34.02,-21.74,0.0,715,,,0.0,0,,5259.0,97.24,-121.88,0.0,0.81,0.05,-0.05,0.0,0.85,0.04,-0.05,0,-0.05,0.151,-0.164,0.0,[Fe/H],4.56,0.03,-0.06,0.0,19h01m06.33s,285.2763652,+39d26m48.58s,39.4468274,2176.08
1994,Kepler-1433 b,4332,3.05 Earths,14.826,2016,Kepler-1305 b,Kepler-1305,1,1.0,Transit,2016.0,Kepler,0.0,13.5630972,0.0001385,-0.0001385,0.0,0.1109,,,0.0,1.88,0.35,-0.19,0.0,0.168,0.031,-0.017,0.0,4.19,,,0,0.0132,,,0.0,M-R relationship,0.0,,,0.0,103.51,13.42,-11.58,0.0,733,,,0.0,0,,5701.0,138.16,-175.79,0.0,0.96,0.17,-0.09,0.0,0.97,0.06,-0.06,0,0.01,0.12,-0.16,0.0,[Fe/H],4.47,0.07,-0.14,0.0,19h49m21.47s,297.3394624,+46d20m49.98s,46.3472165,1575.23
1995,Kepler-1434 b,2218,1.41 Earths,12.042,2016,Kepler-1306 b,Kepler-1306,1,1.0,Transit,2016.0,Kepler,0.0,16.29595382,7.404e-05,-7.404e-05,0.0,0.123,,,0.0,1.91,0.45,-0.18,0.0,0.17,0.04,-0.016,0.0,4.31,,,0,0.0136,,,0.0,M-R relationship,0.0,,,0.0,52.15,3.67,-3.4,0.0,678,,,0.0,0,,5727.0,140.59,-132.91,0.0,0.97,0.22,-0.09,0.0,0.98,0.07,-0.06,0,0.0,0.13,-0.172,0.0,[Fe/H],4.45,0.07,-0.17,0.0,19h37m54.81s,294.4783627,+46d56m45.11s,46.9458638,1107.5
1996,Kepler-1435 b,2221,0.566 Earths,12.869,2016,Kepler-1307 b,Kepler-1307,1,1.0,Transit,2016.0,Kepler,0.0,18.01621096,9.522e-05,-9.522e-05,0.0,0.1369,,,0.0,2.47,0.66,-0.27,0.0,0.22,0.059,-0.024,0.0,6.66,,,0,0.021,,,0.0,M-R relationship,0.0,,,0.0,41.19,3.53,-3.21,0.0,768,,,0.0,0,,5884.0,77.63,-103.16,0.0,1.08,0.29,-0.11,0.0,1.06,0.07,-0.06,0,0.06,0.145,-0.147,0.0,[Fe/H],4.39,0.08,-0.18,0.0,19h31m28.76s,292.8698348,+46d44m30.72s,46.7418679,1014.62
