,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist
387,HATS-69 b,1371,0.577 Jupiters,13.945,2018,HATS-54 b,HATS-54,1,1.0,Transit,2019.0,HATSouth,0.0,2.5441828,4.3e-06,-4.3e-06,0.0,0.03763,0.00024,-0.00024,0.0,11.96,0.583,-0.583,0.0,1.067,0.052,-0.052,0.0,241.5508,31.783,-31.783,0,0.76,0.1,-0.1,0.0,Mass,0.126,,,1.0,,,,,1625,22.0,-22.0,0.0,0,,5702.0,26.0,-26.0,0.0,1.32,0.04,-0.04,0.0,1.1,0.02,-0.02,0,0.396,0.031,-0.031,0.0,[Fe/H],4.24,0.02,-0.02,0.0,13h22m32.37s,200.6348641,-44d41m19.82s,-44.6888393,748.585
388,HATS-6 b,484,0.319 Jupiters,15.16,2015,HATS-55 b,HATS-55,1,1.0,Transit,2019.0,HATSouth,0.0,4.2042001,3.3e-06,-3.3e-06,0.0,0.05412,0.00014,-0.00018,0.0,14.022,0.291,-0.291,0.0,1.251,0.026,-0.026,0.0,292.72143,24.15508,-24.15508,0,0.921,0.076,-0.076,0.0,Mass,0.092,,,1.0,,,,,1367,10.0,-10.0,0.0,0,,6214.0,36.0,-36.0,0.0,1.13,0.01,-0.01,0.0,1.2,0.01,-0.01,0,0.108,0.046,-0.03,0.0,[Fe/H],4.41,0.01,-0.01,0.0,07h37m08.01s,114.2833819,-32d45m19.51s,-32.7554188,609.838
389,HATS-70 b,4263,12.9 Jupiters,12.574,2019,HATS-56 b,HATS-56,1,1.0,Transit,2019.0,HATSouth,0.0,4.324799,2.7e-05,-2.7e-05,0.0,0.06043,0.00022,-0.00022,0.0,18.921,0.437,-0.616,0.0,1.688,0.039,-0.055,0.0,191.33366,11.12405,-11.12405,0,0.602,0.035,-0.035,0.0,Mass,0.019,,,1.0,,,,,1902,16.0,-16.0,0.0,0,,6536.0,31.0,-31.0,0.0,2.2,0.04,-0.04,0.0,1.57,0.02,-0.02,0,0.19,0.024,-0.024,0.0,[Fe/H],3.95,0.01,-0.01,0.0,12h00m39.62s,180.165072,-45d47m58.04s,-45.7994559,564.409
390,HATS-71 b,460,0.37 Jupiters,15.351,2020,HATS-57 b,HATS-57,1,1.0,Transit,2019.0,HATSouth,0.0,2.350621,1.3e-06,-1.3e-06,0.0,0.03493,0.00021,-0.0003,0.0,12.767,0.314,-0.314,0.0,1.139,0.028,-0.028,0.0,1000.21101,23.20159,-23.20159,0,3.147,0.073,-0.073,0.0,Mass,0.028,,,1.0,,,,,1413,10.0,-10.0,0.0,0,,5587.0,19.0,-19.0,0.0,0.96,0.01,-0.01,0.0,1.03,0.02,-0.03,0,0.268,0.043,-0.043,0.0,[Fe/H],4.48,0.02,-0.02,0.0,04h03m47.59s,60.9482779,-19d03m24.55s,-19.0568182,279.485
391,HATS-72 b,416,39.85588 Earths,12.469,2020,HATS-58 A b,HATS-58 A,2,1.0,Transit,2019.0,HATSouth,0.0,4.2180896,8.9e-06,-8.9e-06,0.0,0.05798,0.00057,-0.00057,0.0,12.274,0.695,-0.695,0.0,1.095,0.062,-0.062,0.0,327.3649,73.1009,-73.1009,0,1.03,0.23,-0.23,0.0,Mass,0.168,,,1.0,,,,,1721,34.0,-34.0,0.0,0,,7175.0,54.0,-54.0,0.0,1.43,0.06,-0.06,0.0,1.46,0.04,-0.04,0,,,,,,4.29,0.03,-0.03,0.0,12h27m08.95s,186.7873036,-48d58m42.28s,-48.9784105,403.591
392,HATS-7 b,838,38.1396 Earths,13.34,2015,HATS-59 b,HATS-59,1,2.0,Transit,2018.0,HATSouth,0.0,5.416081,1.6e-05,-1.6e-05,0.0,0.06112,0.00076,-0.00076,0.0,12.621,0.863,-0.863,0.0,1.126,0.077,-0.077,0.0,256.17098,21.93027,-21.93027,0,0.806,0.069,-0.069,0.0,Mass,0.129,0.049,-0.049,0.0,269.0,39.0,-39.0,0.0,1128,40.0,-40.0,0.0,0,,5670.0,91.0,-91.0,0.0,1.04,0.07,-0.07,0.0,1.04,0.04,-0.04,0,0.18,0.064,-0.064,0.0,[Fe/H],4.42,0.05,-0.05,0.0,11h21m17.84s,170.324325,-22d23m17.44s,-22.388177,642.884
393,HATS-8 b,2704,0.138 Jupiters,14.03,2015,HATS-59 c,HATS-59,1,2.0,Radial Velocity,2018.0,HATSouth,0.0,1422.0,14.0,-14.0,0.0,2.504,0.035,-0.035,0.0,12.3,,,0.0,1.1,,,0.0,4036.441,276.5121,-276.5121,0,12.7,0.87,-0.87,0.0,Msini,0.083,,,1.0,0.16,0.02,-0.02,0.0,176,6.0,-6.0,0.0,0,,5670.0,91.0,-91.0,0.0,1.04,0.07,-0.07,0.0,1.04,0.04,-0.04,0,0.18,0.064,-0.064,0.0,[Fe/H],4.42,0.05,-0.05,0.0,11h21m17.84s,170.324325,-22d23m17.44s,-22.388177,642.884
394,HATS-9 b,2135,0.837 Jupiters,13.276,2015,HATS-6 b,HATS-6,1,1.0,Transit,2015.0,HATSouth,0.0,3.3252725,2.1e-06,-2.1e-06,0.0,0.03623,0.00042,-0.00057,0.0,11.187,0.213,-0.213,0.0,0.998,0.019,-0.019,0.0,101.38777,22.2481,-22.2481,0,0.319,0.07,-0.07,0.0,Mass,0.0,,,0.0,,,,,713,5.0,-5.0,0.0,0,M1 V,3724.0,18.0,-18.0,0.0,0.57,0.01,-0.01,0.0,0.57,0.02,-0.03,0,0.2,0.091,-0.091,0.0,[Fe/H],4.68,0.01,-0.01,0.0,05h52m35.23s,88.1468079,-19d01m53.86s,-19.0316268,169.318
395,HD 100546 b,359,752 Jupiters,6.704,2014,HATS-60 b,HATS-60,1,1.0,Transit,2018.0,HATSouth,0.0,3.560829,3.2e-05,-3.2e-05,0.0,0.04708,0.00015,-0.00023,0.0,12.924,0.594,-0.594,0.0,1.153,0.053,-0.053,0.0,210.40346,17.48065,-17.48065,0,0.662,0.055,-0.055,0.0,Mass,0.191,,,0.0,903.9,27.5,-26.7,0.0,1528,11.0,-11.0,0.0,0,,5688.0,20.0,-20.0,0.0,1.46,0.02,-0.02,0.0,1.1,0.01,-0.02,0,0.335,0.028,-0.028,0.0,[Fe/H],4.15,0.01,-0.01,0.0,22h45m27.37s,341.3640336,-14d59m30.39s,-14.9917747,486.474
396,HD 100655 b,449,1.61 Jupiters,6.45,2011,HATS-61 b,HATS-61,1,1.0,Transit,2018.0,HATSouth,0.0,7.817953,2.4e-05,-2.4e-05,0.0,0.07908,0.00033,-0.00033,0.0,13.395,0.751,-0.751,0.0,1.195,0.067,-0.067,0.0,1080.622,44.4962,-44.4962,0,3.4,0.14,-0.14,0.0,Mass,0.092,,,0.0,374.2,8.7,-8.5,0.0,1226,7.0,-7.0,0.0,0,,5542.0,21.0,-21.0,0.0,1.66,0.02,-0.02,0.0,1.08,0.01,-0.01,0,0.247,0.037,-0.037,0.0,[Fe/H],4.03,0.01,-0.01,0.0,04h06m37.87s,61.6578005,-25d20m58.80s,-25.3496674,679.761
397,HD 100777 b,162,1.03 Jupiters,8.418,2007,HATS-62 b,HATS-62,1,1.0,Transit,2018.0,HATSouth,0.0,3.2768837,3.3e-06,-3.3e-06,0.0,0.04163,0.00024,-0.00016,0.0,11.825,0.28,-0.28,0.0,1.055,0.025,-0.025,0.0,56.89157,,,0,0.179,,,0.0,Mass,0.298,,,0.0,387.4,17.3,-12.3,0.0,1237,12.0,-12.0,0.0,0,,5416.0,19.0,-13.0,0.0,0.93,0.02,-0.01,0.0,0.9,0.01,-0.01,0,0.133,0.023,-0.023,0.0,[Fe/H],4.45,0.02,-0.02,0.0,20h49m47.83s,312.4493079,-24d18m12.62s,-24.303506,523.067
398,HD 10180 c,127,13.22173 Earths,7.321,2010,HATS-63 b,HATS-63,1,1.0,Transit,2018.0,HATSouth,0.0,3.0566527,4.9e-06,-4.9e-06,0.0,0.04026,0.00028,-0.00028,0.0,13.529,0.437,-0.437,0.0,1.207,0.039,-0.039,0.0,305.1168,38.1396,-38.1396,0,0.96,0.12,-0.12,0.0,Mass,0.136,,,0.0,634.1,16.3,-15.9,0.0,1398,9.0,-9.0,0.0,0,,5627.0,18.0,-18.0,0.0,1.07,0.01,-0.01,0.0,0.93,0.02,-0.02,0,0.081,0.038,-0.038,0.0,[Fe/H],4.35,0.01,-0.01,0.0,04h29m40.46s,67.418582,-28d11m49.97s,-28.1972149,623.232
399,HD 10180 d,127,12.01397 Earths,7.321,2010,HATS-64 b,HATS-64,1,1.0,Transit,2018.0,HATSouth,0.0,4.908897,1.3e-05,-1.3e-05,0.0,0.06562,0.00039,-0.00039,0.0,18.82,0.908,-0.908,0.0,1.679,0.081,-0.081,0.0,305.1168,63.566,-63.566,0,0.96,0.2,-0.2,0.0,Mass,0.151,,,0.0,1711.0,106.0,-99.0,0.0,1793,27.0,-27.0,0.0,0,,6554.0,27.0,-27.0,0.0,2.11,0.07,-0.07,0.0,1.56,0.03,-0.03,0,0.22,0.039,-0.039,0.0,[Fe/H],3.98,0.02,-0.02,0.0,09h37m09.03s,144.2876092,-29d48m01.60s,-29.800444,1080.15
400,HD 10180 e,127,25.58532 Earths,7.321,2010,HATS-65 b,HATS-65,2,1.0,Transit,2018.0,HATSouth,0.0,3.105161,1.6e-06,-1.6e-06,0.0,0.04497,0.00033,-0.00033,0.0,16.825,0.56,-0.56,0.0,1.501,0.05,-0.05,0.0,260.93843,26.37989,-26.37989,0,0.821,0.083,-0.083,0.0,Mass,0.062,,,0.0,1178.0,53.0,-50.0,0.0,1634,18.0,-18.0,0.0,0,,6277.0,30.0,-30.0,0.0,1.31,0.03,-0.03,0.0,1.26,0.03,-0.03,0,0.199,0.055,-0.055,0.0,[Fe/H],4.3,0.02,-0.02,0.0,19h31m45.55s,292.9397825,-26d44m24.73s,-26.7402021,493.32
401,HD 10180 f,127,22.94733 Earths,7.321,2010,HATS-66 b,HATS-66,1,1.0,Transit,2018.0,HATSouth,0.0,3.1414391,7.4e-06,-7.4e-06,0.0,0.04714,0.00025,-0.00025,0.0,15.816,0.942,-0.942,0.0,1.411,0.084,-0.084,0.0,1694.0339,216.1244,-216.1244,0,5.33,0.68,-0.68,0.0,Mass,0.064,,,0.0,2637.0,118.0,-113.0,0.0,1998,21.0,-21.0,0.0,0,,6626.0,35.0,-35.0,0.0,1.84,0.04,-0.04,0.0,1.41,0.02,-0.02,0,-0.017,0.043,-0.043,0.0,[Fe/H],4.06,0.02,-0.02,0.0,06h45m34.75s,101.3948048,-33d52m54.09s,-33.8816918,1477.98
402,HD 10180 g,127,23.26516 Earths,7.321,2010,HATS-67 b,HATS-67,1,1.0,Transit,2018.0,HATSouth,0.0,1.6091788,4e-06,-4e-06,0.0,0.03032,0.00015,-0.00015,0.0,18.887,0.527,-0.527,0.0,1.685,0.047,-0.047,0.0,460.8535,38.1396,-38.1396,0,1.45,0.12,-0.12,0.0,Mass,0.057,,,0.0,3821.0,153.0,-147.0,0.0,2193,22.0,-22.0,0.0,0,,6594.0,33.0,-33.0,0.0,1.44,0.03,-0.03,0.0,1.44,0.02,-0.02,0,0.332,0.052,-0.052,0.0,[Fe/H],4.28,0.01,-0.01,0.0,12h00m50.11s,180.2087883,-46d08m11.11s,-46.1364201,960.109
403,HD 10180 h,127,0.2066 Jupiters,7.321,2010,HATS-68 b,HATS-68,1,1.0,Transit,2018.0,HATSouth,0.0,3.5862202,4.7e-06,-4.7e-06,0.0,0.05071,0.00018,-0.00018,0.0,13.809,0.437,-0.325,0.0,1.232,0.039,-0.029,0.0,410.0007,18.75197,-18.75197,0,1.29,0.059,-0.059,0.0,Mass,0.036,,,0.0,1521.0,43.0,-41.0,0.0,1741,12.0,-12.0,0.0,0,,6147.0,22.0,-22.0,0.0,1.75,0.03,-0.03,0.0,1.35,0.01,-0.01,0,0.21,0.043,-0.043,0.0,[Fe/H],4.08,0.01,-0.01,0.0,01h00m01.46s,15.006077,-58d54m17.01s,-58.9047242,603.955
404,HD 101930 b,98,0.25 Jupiters,8.21,2005,HATS-69 b,HATS-69,1,1.0,Transit,2018.0,HATSouth,0.0,2.2252577,1.9e-06,-1.9e-06,0.0,0.03211,0.00014,-0.00019,0.0,10.593,0.247,-0.247,0.0,0.945,0.022,-0.022,0.0,183.38791,,,0,0.577,,,0.0,Mass,0.519,,,0.0,466.6,10.0,-9.8,0.0,1296,7.0,-7.0,0.0,0,,5137.0,16.0,-16.0,0.0,0.88,0.01,-0.01,0.0,0.89,0.01,-0.02,0,0.377,0.034,-0.034,0.0,[Fe/H],4.5,0.01,-0.01,0.0,19h17m11.38s,289.2974275,-60d53m30.34s,-60.8917599,414.537
405,HD 102117 b,129,0.17 Jupiters,7.47,2005,HATS-7 b,HATS-7,1,1.0,Transit,2015.0,HATSouth,0.0,3.185315,5.4e-06,-5.4e-06,0.0,0.04012,0.00043,-0.00043,0.0,6.311,0.516,-0.381,0.0,0.563,0.046,-0.034,0.0,38.1396,3.81396,-3.81396,0,0.12,0.012,-0.012,0.0,Mass,0.17,,,1.0,,,,,1084,32.0,-32.0,0.0,0,K2,4985.0,50.0,-50.0,0.0,0.81,0.05,-0.04,0.0,0.85,0.03,-0.03,0,0.25,0.08,-0.08,0.0,[Fe/H],4.54,0.05,-0.05,0.0,13h55m25.62s,208.8567465,-21d12m28.29s,-21.2078587,240.707
406,HD 102195 b,96,0.41 Jupiters,8.062,2006,HATS-70 b,HATS-70,1,1.0,Transit,2019.0,HATSouth,0.0,1.8882378,1.5e-06,-1.5e-06,0.0,0.03632,0.00074,-0.00087,0.0,15.513,0.886,-0.829,0.0,1.384,0.079,-0.074,0.0,4100.007,572.094,-508.528,0,12.9,1.8,-1.6,0.0,Mass,0.18,,,1.0,9110.0,170.0,-170.0,0.0,2730,140.0,-160.0,0.0,0,,7930.0,630.0,-820.0,0.0,1.88,0.06,-0.07,0.0,1.78,0.12,-0.12,0,0.041,0.095,-0.107,0.0,[Fe/H],4.17,0.04,-0.04,0.0,07h16m25.09s,109.1045212,-31d14m39.82s,-31.2443947,1458.83
407,HD 102272 b,1142,4.94 Jupiters,8.69,2008,HATS-71 b,HATS-71,1,1.0,Transit,2020.0,HATSouth,0.0,3.7955202,1e-06,-1e-06,0.0,0.03745,0.00015,-0.00015,0.0,11.478,0.202,-0.202,0.0,1.024,0.018,-0.018,0.0,117.5971,76.2792,-76.2792,0,0.37,0.24,-0.24,0.0,Mass,0.0,,,0.0,18.08,,,,587,2.0,-2.0,0.0,0,M3 V,3405.0,10.0,-10.0,0.0,0.48,0.01,-0.01,0.0,0.49,0.01,-0.01,0,0.17,0.036,-0.036,0.0,[Fe/H],4.77,0.01,-0.01,0.0,01h02m12.45s,15.5518893,-61d45m22.08s,-61.7561333,140.225
408,HD 102329 b,712,8.16 Jupiters,8.04,2011,HATS-72 b,HATS-72,1,1.0,Transit,2020.0,HATSouth,0.0,7.3279474,1.6e-06,-1.6e-06,0.0,0.066517,8.5e-05,-8.5e-05,0.0,8.097,0.036,-0.036,0.0,0.722,0.003,-0.003,0.0,39.85588,1.23954,-1.23954,0,0.1254,0.0039,-0.0039,0.0,Mass,0.013,,,1.0,49.58,0.44,-0.43,0.0,739,2.0,-2.0,0.0,0,,4656.1,8.9,-8.9,0.0,0.72,0.0,0.0,0.0,0.73,0.0,0.0,0,0.099,0.014,-0.014,0.0,[Fe/H],4.59,0.00,0.0,0.0,22h36m06.20s,339.0258401,-17d00m01.10s,-17.0003046,127.589
409,HD 102329 c,712,1.52 Jupiters,8.04,2018,HATS-8 b,HATS-8,1,1.0,Transit,2015.0,HATSouth,0.0,3.583893,1e-05,-1e-05,0.0,0.04667,0.00055,-0.00055,0.0,9.785,1.379,-0.841,0.0,0.873,0.123,-0.075,0.0,43.86054,6.03877,-6.03877,0,0.138,0.019,-0.019,0.0,Mass,0.376,,,1.0,,,,,1324,79.0,-38.0,0.0,0,,5679.0,50.0,-50.0,0.0,1.09,0.15,-0.06,0.0,1.06,0.04,-0.04,0,0.21,0.08,-0.08,0.0,[Fe/H],4.39,0.07,-0.07,0.0,19h39m46.01s,294.9416887,-25d44m54.12s,-25.7483655,794.637
410,HD 102365 b,30,16 Earths,4.91,2010,HATS-9 b,HATS-9,1,1.0,Transit,2015.0,HATSouth,0.0,1.915291,1.9e-05,-1.8e-05,0.0,0.0312,0.0004,-0.0005,0.0,13.85,0.35,-0.35,0.0,1.236,0.031,-0.031,0.0,266.02371,9.21707,-9.21707,0,0.837,0.029,-0.029,0.0,Mass,0.075,,,1.0,,,,,1746,36.0,-36.0,0.0,0,,5599.0,85.0,-85.0,0.0,1.56,0.04,-0.04,0.0,1.1,0.05,-0.05,0,0.38,0.05,-0.05,0.0,[Fe/H],4.1,0.03,-0.03,0.0,19h23m14.44s,290.8101704,-20d09m58.96s,-20.1663771,638.7
411,HD 102843 b,205,0.35837 Jupiters,9.268,2019,HD 100546 b,HD 100546,1,1.0,Imaging,2014.0,Paranal Observatory,1.0,,,,,53.0,2.0,-2.0,0.0,77.342,30.264,-32.506,0.0,6.9,2.7,-2.9,0.0,239000.0,,,0,752.0,,,0.0,M-R relationship,,,,,,,,,,,,,0,B9 Vne,10500.0,,,0.0,1.85,0.04,-0.05,0.0,2.4,0.1,-0.1,0,,,,,,4.33,0.08,-0.04,0.0,11h33m25.32s,173.3555116,-70d11m41.24s,-70.1947897,109.677
412,HD 102956 b,399,0.96 Jupiters,7.86,2010,HD 100655 b,HD 100655,2,1.0,Radial Velocity,2011.0,Bohyunsan Optical Astronomical Observatory,0.0,157.57001,0.65,-0.65,0.0,0.68,0.04,-0.04,0.0,13.5,,,0.0,1.21,,,0.0,511.7063,108.0622,-108.0622,0,1.61,0.34,-0.34,0.0,Msini,0.09,0.05,-0.05,0.0,,,,,,,,,0,G9 III,4891.0,46.0,-46.0,0.0,10.06,0.86,-0.86,0.0,2.28,0.69,-0.69,0,0.07,,,0.0,[Fe/H],2.79,0.11,-0.11,0.0,11h35m03.69s,173.7653631,+20d26m29.55s,20.441541,137.178
413,HD 103197 b,187,28.6047 Earths,9.391,2009,HD 100777 b,HD 100777,1,1.0,Radial Velocity,2007.0,La Silla Observatory,0.0,383.70001,1.2,-1.2,0.0,1.03,0.03,-0.03,0.0,13.8,,,0.0,1.23,,,0.0,327.3649,12.7132,-12.7132,0,1.03,0.04,-0.04,0.0,Msini,0.36,0.02,-0.02,0.0,,,,,,,,,0,G8 V,5533.0,3.0,-3.0,0.0,1.04,0.02,-0.02,0.0,0.83,0.04,-0.04,0,0.25,,,0.0,[Fe/H],4.32,0.01,-0.01,0.0,11h35m51.51s,173.9646303,-04d45m19.95s,-4.7555425,49.5336
414,HD 103720 b,136,0.62 Jupiters,9.49,2014,HD 10180 c,HD 10180,1,6.0,Radial Velocity,2010.0,La Silla Observatory,0.0,5.75969,0.00028,-0.00028,0.0,0.06412,0.00101,-0.00101,0.0,3.68,,,0.0,0.328,,,0.0,13.1,0.54,-0.54,0,0.04122,0.0017,-0.0017,0.0,Msin(i)/sin(i),0.073,0.031,-0.031,0.0,,,,,,,,,0,G1 V,5911.0,19.0,-19.0,0.0,1.11,0.04,-0.04,0.0,1.06,0.05,-0.05,0,0.08,0.01,-0.01,0.0,[Fe/H],4.39,0.03,-0.03,0.0,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607
415,HD 103774 b,184,0.367 Jupiters,7.121,2013,HD 10180 d,HD 10180,1,6.0,Radial Velocity,2010.0,La Silla Observatory,0.0,16.357,0.0038,-0.0038,0.0,0.12859,0.00202,-0.00202,0.0,3.45,,,0.0,0.308,,,0.0,11.75,0.65,-0.65,0,0.03697,0.00205,-0.00205,0.0,Msin(i)/sin(i),0.131,0.052,-0.052,0.0,,,,,,,,,0,G1 V,5911.0,19.0,-19.0,0.0,1.11,0.04,-0.04,0.0,1.06,0.05,-0.05,0,0.08,0.01,-0.01,0.0,[Fe/H],4.39,0.03,-0.03,0.0,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607
416,HD 103949 b,87,11.2 Earths,8.69,2019,HD 10180 e,HD 10180,1,6.0,Radial Velocity,2010.0,La Silla Observatory,0.0,49.748,0.025,-0.025,0.0,0.2699,0.0043,-0.0043,0.0,5.39,,,0.0,0.481,,,0.0,25.1,1.2,-1.2,0,0.079,0.0038,-0.0038,0.0,Msin(i)/sin(i),0.051,0.033,-0.033,0.0,,,,,,,,,0,G1 V,5911.0,19.0,-19.0,0.0,1.11,0.04,-0.04,0.0,1.06,0.05,-0.05,0,0.08,0.01,-0.01,0.0,[Fe/H],4.39,0.03,-0.03,0.0,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607
417,HD 104067 b,66,0.16 Jupiters,7.93,2009,HD 10180 f,HD 10180,1,6.0,Radial Velocity,2010.0,La Silla Observatory,0.0,122.744,0.232,-0.232,0.0,0.4929,0.0078,-0.0078,0.0,5.24,,,0.0,0.468,,,0.0,23.9,1.4,-1.4,0,0.0752,0.0044,-0.0044,0.0,Msin(i)/sin(i),0.119,0.054,-0.054,0.0,,,,,,,,,0,G1 V,5911.0,19.0,-19.0,0.0,1.11,0.04,-0.04,0.0,1.06,0.05,-0.05,0,0.08,0.01,-0.01,0.0,[Fe/H],4.39,0.03,-0.03,0.0,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607
418,HD 10442 b,443,1.487 Jupiters,7.84,2014,HD 10180 g,HD 10180,1,6.0,Radial Velocity,2010.0,La Silla Observatory,0.0,604.67,10.42,-10.42,0.0,1.427,0.028,-0.028,0.0,4.91,,,0.0,0.438,,,0.0,21.4,3.4,-3.4,0,0.0673,0.0107,-0.0107,0.0,Msin(i)/sin(i),0.263,0.152,-0.152,0.0,,,,,,,,,0,G1 V,5911.0,19.0,-19.0,0.0,1.11,0.04,-0.04,0.0,1.06,0.05,-0.05,0,0.08,0.01,-0.01,0.0,[Fe/H],4.39,0.03,-0.03,0.0,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607
419,HD 104985 b,329,8.3 Jupiters,5.8,2003,HD 10180 h,HD 10180,1,6.0,Radial Velocity,2010.0,La Silla Observatory,0.0,2205.0,105.9,-105.9,0.0,3.381,0.121,-0.121,0.0,9.4,,,0.0,0.838,,,0.0,64.4,4.6,-4.6,0,0.203,0.014,-0.014,0.0,Msin(i)/sin(i),0.095,0.086,-0.086,0.0,,,,,,,,,0,G1 V,5911.0,19.0,-19.0,0.0,1.11,0.04,-0.04,0.0,1.06,0.05,-0.05,0,0.08,0.01,-0.01,0.0,[Fe/H],4.39,0.03,-0.03,0.0,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607
420,HD 106252 b,125,6.93 Jupiters,7.408,2002,HD 101930 b,HD 101930,2,1.0,Radial Velocity,2005.0,La Silla Observatory,0.0,70.46,0.18,-0.18,0.0,0.3,0.01,-0.01,0.0,10.6,,,0.0,0.949,,,0.0,79.4575,6.3566,-6.3566,0,0.25,0.02,-0.02,0.0,Msini,0.11,0.02,-0.02,0.0,,,,,,,,,0,K1 V,5108.0,27.0,-27.0,0.0,0.86,0.02,-0.02,0.0,0.57,0.07,-0.07,0,0.15,,,0.0,[Fe/H],4.33,0.05,-0.05,0.0,11h43m30.15s,175.875608,-58d00m19.37s,-58.0053798,30.0274
421,HD 106270 b,307,10.13 Jupiters,7.58,2011,HD 102117 b,HD 102117,1,1.0,Radial Velocity,2005.0,La Silla Observatory,0.0,20.8133,0.0064,-0.0064,0.0,0.15,0.0,0.0,0.0,8.47,,,0.0,0.756,,,0.0,54.0311,3.1783,-3.1783,0,0.17,0.01,-0.01,0.0,Msini,0.12,0.08,-0.08,0.0,,,,,,,,,0,G6 V,5655.0,16.0,-16.0,0.0,1.23,0.02,-0.02,0.0,1.06,0.07,-0.07,0,0.28,,,0.0,[Fe/H],4.29,0.02,-0.02,0.0,11h44m50.33s,176.2097267,-58d42m14.45s,-58.7040134,39.5792
422,HD 106315 b,356,12.6 Earths,8.951,2017,HD 102195 b,HD 102195,1,1.0,Radial Velocity,2006.0,Kitt Peak National Observatory,0.0,4.11377,0.00056,-0.00056,0.0,0.05,0.0,0.0,0.0,14.2,,,0.0,1.27,,,0.0,130.3103,6.3566,-6.3566,0,0.41,0.02,-0.02,0.0,Msini,0.0,,,0.0,,,,,,,,,0,K0 V,5301.0,6.0,-6.0,0.0,0.82,0.01,-0.01,0.0,0.76,0.04,-0.04,0,0.04,,,0.0,[Fe/H],4.49,0.02,-0.02,0.0,11h45m42.10s,176.4254063,+02d49m15.57s,2.8209912,29.3386
423,HD 106315 c,356,15.2 Earths,8.951,2017,HD 102272 b,HD 102272,1,1.0,Radial Velocity,2008.0,McDonald Observatory,0.0,127.58,0.3,-0.3,0.0,0.51,0.03,-0.03,0.0,12.9,,,0.0,1.15,,,0.0,1570.0802,203.4112,-203.4112,0,4.94,0.64,-0.64,0.0,Msini,0.05,0.04,-0.04,0.0,,,,,,,,,0,K0,4790.0,40.0,-40.0,0.0,10.3,0.97,-0.97,0.0,1.45,0.27,-0.27,0,-0.41,,,0.0,[Fe/H],2.58,0.00,0.0,0.0,11h46m23.53s,176.5980316,+14d07m26.47s,14.1240201,347.097
424,HD 10647 b,57,0.94 Jupiters,5.52,2006,HD 102329 b,HD 102329,1,2.0,Radial Velocity,2011.0,W. M. Keck Observatory,0.0,778.09998,7.5,-7.5,0.0,1.81,0.07,-0.07,0.0,12.6,,,0.0,1.12,,,0.0,2593.4928,696.0477,-696.0477,0,8.16,2.19,-2.19,0.0,Msini,0.21,0.04,-0.04,0.0,,,,,,,,,0,K0 III,4745.0,71.0,-71.0,0.0,9.82,0.75,-0.75,0.0,3.21,1.28,-1.28,0,0.05,,,0.0,[Fe/H],2.96,0.16,-0.16,0.0,11h46m46.60s,176.6941567,+03d28m27.17s,3.4742143,217.107
425,HD 106515 A b,111,9.61 Jupiters,7.972,2012,HD 102329 c,HD 102329,1,2.0,Radial Velocity,2018.0,W. M. Keck Observatory,0.0,1123.0,79.0,-53.0,0.0,,,,,13.5,,,0.0,1.21,,,0.0,483.1016,95.349,-79.4575,0,1.52,0.3,-0.25,0.0,Msini,0.209,0.231,-0.202,0.0,,,,,,,,,0,K0 III,4830.0,44.0,-44.0,0.0,6.3,0.1,-0.1,0.0,1.3,0.15,-0.15,0,0.3,0.03,-0.03,0.0,[Fe/H],3.0,0.06,-0.06,0.0,11h46m46.60s,176.6941567,+03d28m27.17s,3.4742143,217.107
